user_id,baseline_watch_time,age,region,device_type,subscription_status,session_count_last_week,homepage_version,post_watch_time
395,113.83584718803247,41,EU,Desktop,Free,11,1,51.56860820129414
396,33.80517067094095,64,EU,Desktop,Free,4,0,6.329827311268994
397,117.61845354164869,57,US,Tablet,Free,12,1,67.80120044418864
398,88.93896225363868,20,US,Mobile,Premium,13,1,81.35499390946893
399,153.31815160802128,31,US,Mobile,Free,14,1,60.62045099955959
400,50.80397781467945,60,APAC,Desktop,Free,10,1,27.259809006337207
401,92.29141440478776,44,APAC,Desktop,Free,5,1,48.00718268564613
402,101.01695441651594,42,US,Desktop,Free,9,0,41.045918420729755
403,126.98697577128712,35,EU,Mobile,Free,8,1,68.51102132192688
404,77.31429115827675,41,US,Desktop,Premium,3,0,24.561810808745438
405,92.59393219572863,19,US,Tablet,Free,11,1,58.955589284001924
406,25.72599812767895,63,APAC,Mobile,Free,11,0,15.449601016099738
407,65.09493407931876,39,APAC,Desktop,Free,9,0,32.42877760314381
408,103.54847851665724,35,US,Tablet,Free,11,0,59.14175873251632
409,123.12522978909641,51,APAC,Mobile,Free,12,0,40.254349380174276
410,81.54791192803161,61,US,Mobile,Premium,13,0,63.2053323511094
411,151.6906656959488,29,US,Mobile,Free,8,1,65.34706224927783
412,142.8074767934728,52,APAC,Desktop,Free,13,1,83.77849589817643
413,88.1804252467557,20,APAC,Mobile,Free,14,1,50.830127903850176
414,17.594909964786368,50,EU,Tablet,Free,10,1,27.1813952774038
415,36.67300872582038,44,APAC,Mobile,Free,7,0,20.473902787911896
416,66.66423520117762,37,APAC,Tablet,Free,13,1,29.925158344665128
417,123.47523323772506,44,EU,Mobile,Premium,7,0,59.84518135698474
418,99.30816863351302,44,US,Mobile,Free,10,1,51.39894426798936
419,27.172565513315632,25,APAC,Desktop,Free,8,1,24.590273550757928
420,83.13702513389512,53,EU,Mobile,Premium,13,0,43.9981824025384
421,138.40084123689346,49,EU,Mobile,Free,10,0,73.97471544049247
422,78.75585938092041,33,APAC,Mobile,Free,11,0,37.49331051812338
423,67.50091148173001,46,APAC,Mobile,Premium,6,0,54.15052453602289
424,151.63872307554348,30,US,Mobile,Premium,8,0,71.56400269509768
425,91.60228610395043,64,US,Mobile,Free,7,0,23.02294682847169
426,75.6252870364176,41,US,Mobile,Free,4,0,27.27259260376489
427,100.50501476484837,24,EU,Mobile,Free,8,1,44.76963986476479
428,90.51494179122265,23,EU,Mobile,Premium,13,0,81.40743633982419
429,77.1257316529472,46,APAC,Mobile,Free,14,1,49.50452115307008
430,126.25368985655888,52,APAC,Desktop,Free,12,0,70.22746729272959
431,123.4710540835346,41,US,Mobile,Free,9,0,48.84606391217885
432,115.22584674423311,39,APAC,Mobile,Free,13,0,48.52972564009189
433,86.91338347279387,28,APAC,Mobile,Premium,8,0,50.256239213076185
434,124.40701129198449,33,APAC,Desktop,Free,11,1,72.21997713255396
435,88.50892262523972,32,US,Mobile,Free,12,0,50.09943750104411
436,103.99929801686523,41,US,Desktop,Free,11,1,59.47817905562926
437,121.01060603818503,19,US,Tablet,Free,12,0,51.095726675100835
438,114.26533080797046,38,US,Desktop,Free,8,1,50.82736655832264
439,143.69264049618812,29,US,Desktop,Free,13,0,69.41026257141793
440,103.53852048120513,30,US,Mobile,Free,5,1,55.14503545204962
441,39.478200423952885,44,US,Desktop,Free,15,0,33.97075093267857
442,55.19489685053172,36,APAC,Mobile,Premium,5,1,43.299783249673304
443,130.50320456045176,63,EU,Tablet,Free,8,0,44.499893831824586
444,80.06150490202116,19,US,Mobile,Free,11,1,49.79225459467736
445,101.59617435399274,46,EU,Tablet,Free,10,1,58.75651853024699
446,64.4563303040752,41,EU,Desktop,Free,10,1,41.31435555645981
447,120.02644271040903,56,US,Desktop,Premium,7,1,76.9342619720858
448,78.45503253501629,38,APAC,Mobile,Free,10,0,32.076969757502006
449,133.7432471582856,51,APAC,Mobile,Free,9,0,62.35229154393997
450,74.03297937305467,64,APAC,Mobile,Free,6,0,20.031189075835183
451,123.54400190153086,48,APAC,Desktop,Premium,9,1,81.2729569702779
452,110.23188314462607,18,US,Mobile,Free,8,1,60.837033557971566
453,68.32824283757547,32,EU,Tablet,Free,12,1,50.786522717565774
454,122.96988998241537,51,US,Mobile,Premium,14,1,95.84680365181092
455,62.95096528572006,62,US,Desktop,Free,8,1,45.33492420633014
456,65.32598433287245,34,APAC,Tablet,Premium,8,1,59.322526087741565
457,111.65133876338078,18,US,Desktop,Free,8,0,37.75816461513919
458,71.23973995602036,63,APAC,Mobile,Free,9,0,33.05993542544651
459,72.18470798236471,63,APAC,Mobile,Free,10,0,51.51105931651766
460,79.68297872368822,48,APAC,Mobile,Premium,8,0,37.37308163379855
461,59.994924303824526,36,US,Mobile,Free,8,1,24.80277122747265
462,121.34983229021692,54,APAC,Mobile,Free,14,0,51.79339449382655
463,108.25544095454549,28,EU,Mobile,Free,13,0,59.31465764280722
464,87.9201390992855,63,US,Desktop,Free,9,1,54.91556056268244
465,86.7482379847938,42,US,Desktop,Free,8,0,35.3280531292242
466,103.50466538301536,32,US,Desktop,Premium,15,1,80.84196433593422
467,142.96005301557216,57,EU,Mobile,Free,12,0,69.25441102396793
468,116.12909407596727,53,US,Desktop,Premium,17,1,93.27783511160172
469,74.74628597173798,51,US,Desktop,Free,13,0,64.68728408392498
470,113.32257615746587,60,US,Desktop,Free,6,1,66.58589726609851
471,86.43686483690732,18,EU,Mobile,Free,7,0,37.71041809478922
472,84.03005448588827,23,EU,Mobile,Free,12,0,44.859284552629795
473,145.99414125456377,44,APAC,Mobile,Premium,9,1,80.30781459266998
474,77.43186306965632,30,US,Mobile,Premium,8,1,47.79501521253286
475,75.62445254617782,60,EU,Mobile,Premium,10,0,45.96935234014703
476,31.436841382643024,38,US,Mobile,Free,10,1,30.6803469911536
477,47.9301256364059,64,EU,Desktop,Free,11,1,20.01922000390909
478,103.53368816203796,42,APAC,Desktop,Free,5,0,36.989910613458235
479,69.15237296444283,22,APAC,Desktop,Free,9,1,41.56839016748745
480,105.46241405349723,36,US,Desktop,Free,8,0,50.84138964654175
481,56.5538684290219,46,US,Mobile,Free,22,1,46.81688678295495
482,66.98070521004796,37,US,Tablet,Premium,7,1,57.9432491874649
483,110.23712120868011,33,US,Desktop,Free,12,1,66.17597094569196
484,133.82677141389235,35,US,Desktop,Premium,13,0,91.23398365712502
485,107.77418404272059,25,EU,Mobile,Premium,11,1,54.69799702084331
486,125.93492525163754,57,US,Desktop,Premium,11,0,89.44521648108427
487,141.13782514117221,18,US,Mobile,Free,8,0,73.43187018646249
488,121.20267459462286,20,EU,Mobile,Free,6,1,57.184240699320505
489,62.44679885099922,44,US,Mobile,Free,7,0,30.481951682923146
490,86.83965862477373,22,US,Desktop,Premium,14,1,80.40134745404245
491,108.90587012054733,34,EU,Mobile,Premium,13,1,66.38945177061962
492,77.55459296135294,31,US,Mobile,Free,8,0,34.16848784303324
493,103.55838111963669,22,APAC,Mobile,Free,4,0,45.805094238850344
494,42.62531143816604,48,EU,Mobile,Free,8,0,17.948292161341296
495,65.14116063430782,38,EU,Tablet,Free,8,1,47.36967193221065
496,105.86639236755522,54,US,Mobile,Free,11,1,56.0965180477137
497,22.887404666625883,52,US,Mobile,Free,14,1,26.562471752880555
498,56.76862493146343,54,US,Mobile,Free,12,1,29.02941251233977
499,89.46845046269573,49,APAC,Tablet,Free,10,0,35.241999688011916
